TID,EN,FR,DE,ES,IT,NL,NO,PT,TR
TID_FAQ_TEXT_SPELLS,"In order to use spells, you must first upgrade your town hall to level 5. This unlocks a new building called Spell Factory. Spell Factory works quite similarly to Barracks. You can create the potions needed for spells in the factory, but there is a limit how many you can store at once. Upgrading the Spell Factory unlocks new spells and allows you to store more spells for combat.\n\nSpells can only be used when attacking other players. You can cast the spells in similarly to how you deploy troops in the battle. Just select the spell from the bar at the bottom of the screen and tap where you want to cast it. Unlike troops, spells can be casted anywhere on the playfield.","Afin d'utiliser des sorts, vous devrez tout d'abord améliorer votre Hôtel de ville au niveau 5. Cela débloquera un nouveau bâtiment appelé Usine de sorts. L´Usine de sorts fonctionne de la même manière que la Caserne. Vous pouvez y créer des potions nécessaires pour les sorts, mais une limite de stockage vous est imposée. Améliorer l´Usine de sorts débloque de nouveaux sorts et vous permet d´en stocker davantage pour les combats.\n\nLes sorts ne peuvent être utilisés que lorsque vous attaquez d´autres joueurs. Vous pouvez invoquer un sort de la même manière que vous déployez vos troupes au combat. Pour cela, il vous suffit de sélectionner le sort depuis la barre située en bas de l´écran et de toucher l´endroit où vous souhaitez l´invoquer. À la différence des troupes, les sorts peuvent être invoqués partout sur le champ de bataille.","Um Zaubersprüche anzuwenden, musst du zuerst dein Rathaus auf Level 5 verbessern. Dadurch wird ein neues Gebäude namens Zauberspruchfabrik freigeschaltet. Die Zauberspruchfabrik funktioniert ähnlich wie die Kaserne. Du kannst die notwendigen Tränke für die Zaubersprüche in der Fabrik herstellen, aber du kannst nur eine bestimmte Anzahl auf einmal lagern. Wenn du die Zauberspruchfabrik verbesserst, werden neue Zaubersprüche freigeschaltet und du kannst noch mehr Zaubersprüche für den Kampf lagern.\n\nZaubersprüche kannst du nur anwenden, wenn du andere Spieler angreifst. Du kannst sie auf ähnliche Weise anwenden, wie du Truppen einsetzt. Wähle einfach den Zauberspruch aus der unteren Leiste und tippe dorthin, wo du ihn verwenden willst. Im Gegensatz zu Truppen können Zaubersprüche überall auf dem Spielfeld eingesetzt werden.","Para usar los hechizos, primero debes mejorar tu ayuntamiento hasta el nivel 5. Así desbloquearás un nuevo edificio: la fábrica de hechizos. Esta funciona de una forma bastante parecida al cuartel. Puedes crear las pociones necesarias para los hechizos en la fábrica, pero la cantidad que puedes almacenar es limitada. Si mejoras la fábrica de hechizos desbloquearás hechizos nuevos y podrás almacenar más para el combate.\n\nSolo se pueden usar los hechizos al atacar a otros jugadores. Los hechizos se lanzan de una forma parecida al despliegue de tropas en combate. Basta con que selecciones el hechizo de la barra que hay en la parte inferior de la pantalla y toques dónde quieres lanzarlo. A diferencia de las tropas, se pueden lanzar hechizos en cualquier lugar del campo de batalla.","Per usare gli incantesimi, devi prima migliorare il tuo Municipio fino al livello 5. Così sblocchi un nuovo edificio chiamato la Fabbrica degli incantesimi. La Fabbrica degli incantesimi funziona più o meno come la Caserma. Nella fabbrica puoi creare le pozioni necessarie per gli incantesimi, ma ne puoi conservare un numero limitato. Migliorando la Fabbrica degli incantesimi, puoi sbloccare nuovi incantesimi e conservarne di più.\n\nGli incantesimi possono essere usati solo per attaccare altri giocatori. Puoi lanciare incantesimi nello stesso modo in cui schieri le truppe in battaglia. Basta scegliere l'incantesimo dalla barra in basso sullo schermo e toccare il punto in cui vuoi lanciarlo. A differenza delle truppe, gli incantesimi possono essere lanciati ovunque sul campo di battaglia.","Om spreuken te kunnen gebruiken, moet je je gemeentehuis eerst verbeteren naar niveau 5. Hiermee wordt er een nieuw gebouw ontgrendeld: de Spreukenfabriek. De manier waarop de spreukenfabriek werkt is vergelijkbaar met die van de kazerne. Je kunt de drankjes creëren die je nodig hebt voor spreuken in de fabriek, maar er is een limiet van het aantal dat je er tegelijk op kunt slaan. Door de Spreukenfabriek te upgraden kun je nieuwe toverspreuken ontgrendelen en meer spreuken opslaan voor de strijd.\n\nSpreuken kunnen alleen maar gebruikt worden om andere spelers aan te vallen. De manier waarop je toverspreuken gebruikt, is vergelijkbaar met de manier waarop je troepen verdeelt tijdens de strijd. Je hoeft alleen maar de spreuk op de balk aan de onderkant van het scherm te selecteren en tikken waar je deze wilt gebruiken. In tegenstelling tot troepen, kunnen toverspreuken overal op het speelveld gebruikt worden.","For at du skal kunne bruke tryllformularer, så må du først oppgradere rådhuset ditt til nivå 5. Dette låser opp en ny bygning som heter fabrikk for trylleformularer. Fabrikk for trylleformularer fungerer noenlunde likt som brakker. Du kan i fabrikken skape de magiske blandingene du trenger til trylleformularer, men det er en grense på hvor mange du kan lagre samtidig. Oppgradering av fabrikken for trylleformularer låser opp nye trylleformularer og tillater deg å lagre flere trylleformularer for krigføring.\n\nTrylleformularer kan kun brukes når du angriper andre spillere. Du kan kaste inn trylleformularer på lignende måte som du distribuerer dine tropper. Bare velg trylleformulaeren du ønsker fra linjen nederst på skjermen og press der hvor du ønsker å kaste den. Ulikt fra tropper, så kan trylleformularer kastes hvor som helst i spillfeltet.","Para poder usar feitiços, você primeiro precisa atualizar o seu centro da cidade até o nível 5. Isto desbloqueia uma nova construção chamada Fábrica de Feitiços. A fábrica funciona muito parecido com o Quartel. Você pode criar as poções necessárias para os feitiços na fábrica, mas há um limite de quantas podem ser armazenadas. Atualizar a Fábrica de Feitiços desbloqueia novos feitiços e permite que você guarde mais feitiços para a batalha.\n\nOs feitiços só podem ser usados ao atacar outros jogadores. Você pode lançar feitiços da mesma forma que mobiliza as suas tropas em combate. Apenas selecione o feitiço na barra inferior da tela e toque onde deseja lançá-lo. Diferente das tropas, os feitiços podem ser lançados em qualquer lugar do campo.","Büyüleri kullanmak için, öncelikle Köy Binanızı 5. seviyeye yükseltmelisiniz. Bu yükseltme işlemi, Büyü Fabrikası adında yeni bir binanın kilidini açar. Büyü Fabrikası, tıpkı Kışla'ya benzer. Fabrikada, büyüler için gerekli iksirleri üretebilirsiniz ancak aynı anda ne kadarını depolayabileceğinizle ilgili bir sınırlama vardır. Büyü Fabrikası'nı yükseltmek, yeni büyülerin kilidini açar ve savaş için daha fazla büyüyü depolamanıza izin verir.\n\nBüyüler, sadece diğer oyunculara saldırırken kullanılabilir. Savaşta brliklerinizi nasıl konuşlandırıyorsanız, büyüleri de o şekilde yapabilirsiniz. Sadece ekranın altındaki çubuktan büyüyü seçin ve büyüyü yapmak istediğiniz yere dokunun. Birliklerin aksine, büyüler oyun alanındaki herhangi bir yere yapılabilir."
TID_FAQ_TITLE_UPGRADES,How do I upgrade my buildings?,Comment améliorer mes bâtiments ?,Wie verbessere ich meine Gebäude?,¿Cómo mejoro mis edificios?,Come posso migliorare i miei edifici?,Hoe kan ik mijn gebouwen upgraden?,Hvordan oppgraderer jeg mine bygninger?,Como eu atualizo as minhas construções?,Binalarımı nasıl yükseltirim?
TID_FAQ_TEXT_UPGRADES,You can upgrade your buildings by tapping on them and choosing the \qUpgrade\q option. Upgrading your Town Hall unlocks new buildings and allows you to upgrade your existing buildings even further!\n\nBuildings will not work while they are being upgraded. This means that Mines and Elixir Pumps won't generate resources and Cannons and Towers won't shoot enemies while being upgraded.,"Vous pouvez améliorer vos bâtiments en les touchant et en sélectionnant l´option \qAméliorer\q. Améliorer votre Hôtel de ville débloque de nouveaux bâtiments et vous permet d'améliorer davantage vos bâtiments existants !\n\nLes bâtiments ne seront pas opérationnels pendant leur amélioration. Cela signifie que les mines et les pompes à élixir ne généreront pas de ressources, et que les canons et les tours ne pourront pas tirer pendant leur amélioration.","Du kannst deine Gebäude verbessern, indem du auf sie tippst und die \qUpgrade\q-Option wählst. Die Verbesserung deines Rathauses schaltet neue Gebäude frei und du kannst deine bestehenden Gebäude noch weiter verbessern!\n\nGebäude funktionieren nicht, wenn sie verbessert werden. Das bedeutet, dass Minen und Elixierpumpen keine Ressourcen erzeugen und Kanonen und Türme keine Feinde abschießen, während sie verbessert werden.","Puedes mejorar tus edificios tocándolos y seleccionando la opción \qMejorar\q. Si mejoras tu ayuntamiento desbloquearás nuevos edificios, ¡lo que te permitirá mejorar aún más los edificios que ya tienes!\n\nLos edificios no estarán operativos mientras se estén mejorando. Esto significa que las minas y las bombas de elixires no generarán recursos, mientras que los cañones y las torres no dispararán a los enemigos mientras se están mejorando.","Puoi migliorare gli edifici toccandoli e scegliendo l'opzione \qMigliora\d. Migliorando il Municipio, sbloccherai nuovi edifici e potrai migliorare ancora di più quelli già esistenti!\n\nGli edifici saranno fuori servizio mentre vengono migliorati. Ciò significa che le Miniere e le Pompe elisir non generano risorse e i Cannoni e le Torri non sparano ai nemici mentre vengono migliorate.",Je kunt je gebouwen upgraden door erop te tikken en de optie \qUpgrade\q te kiezen. Door je gemeentehuis te upgraden kun je nieuwe gebouwen ontgrendelen en je bestaande gebouwen nog verder upgraden!\n\nGebouwen zullen niet functioneren terwijl er een upgrade wordt uitgevoerd. Dat betekent dat Mijnen en Elixerpompen geen grondstoffen zullen genereren en dat Kanonnen en Torens niet op vijanden kunnen schieten terwijl de upgrade wordt uitgevoerd.,"Du kan oppgradere dine bygninger ved å trykke på dem og velge muligheten for \qOppgradering\q. Oppgradering av rådhuset ditt låser opp nye bygninger og tillater deg å oppgradere dine eksisterende bygninger ytterligere!\n\nBygninger fungerer ikke under oppgradering. Dette betyr at miner og eliksirpumper vil ikke generere ressurser, samt kanoner og tårn vil ikke skyte fiender under oppgradering.",Você pode atualizar as suas construções tocando nelas e selecionando a opção \qAtualizar\q. Atualizar o seu Centro da Cidade desbloqueia novas construções e oferece novas atualizações para as suas construções existentes!\n\nAs construções ficarão indisponíveis enquanto estiverem sendo atualizadas. Isto significa que as Minas e Bombas de Elixir não irão gerar recursos e Canhões e Torres não irão atirar nos inimigos durante a atualização.,"Üzerlerine dokunarak ve \qYükselt\q seçeneğini seçerek binalarınızı yükseltebilirsiniz. Köy Binanızı yükseltmek, yeni binaların kilidini açar ve mevcut binalarınızı daha fazla yükseltmenize izin verir!\n\nYükseltilirlerken binalar çalışmayacaktır. Bunun anlamı, yükseltilirlerken Madenler'in ve İksir Pompaları'nın kaynak üretmeyeceği ve Toplarınız ile Kulelerinizin düşmana ateş etmeyeceğidir."
TID_HINT_WELCOME,Once upon a time in a clearing in a magical forest...,,,,,,,,
TID_HINT_UPGRADE_CANNONS,Upgrade your cannons to improve your defense against intruders,,,,,,,,
TID_HINT_SHIELD,Taking a break from Clash of Clans? Buy a Shield to protect your trophies!,,,,,,,,
TID_HINT_UPGRADE_TROOPS,Improve your army! Build the Laboratory and upgrade your troops,,,,,,,,
TID_HINT_UPGRADE_MINES,Out of gold? Try upgrading your gold mines,,,,,,,,
TID_HINT_BUY_TROOP_HOUSING,Upgrade your Army Camps to build a massive army!,,,,,,,,
TID_HINT_UPGRADE_WALLS,Upgrade your walls to slow down the enemy,,,,,,,,
TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING,Defensive buildings like Cannons can't shoot while they are being upgraded,,,,,,,,
TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING,Gold Mines and Elixir Collectors do not generate resources while they are being upgraded,,,,,,,,
TID_HINT_RESOURCE_LOSSES,"Even if your village is completely destroyed, you always keep some of your Gold and Elixir",,,,,,,,
TID_HINT_DEFENSE,Building good defenses is just as important as aggressive attacking,,,,,,,,
TID_HINT_BARBARIAN_TARGET,"Barbarians tend to attack the nearest thing, regardless of building type",,,,,,,,
TID_HINT_ARCHER_TARGET,Archers attack anything in their range,,,,,,,,
TID_HINT_GOBLIN_TARGET,Goblins are greedy for Gold and Elixir. Their favorite targets are resource buildings,,,,,,,,
TID_HINT_GOBLIN_DAMAGE,Goblins deal double damage to resource buildings,,,,,,,,
TID_HINT_GIANT_TARGET,Giants prefer to attack defensive structures like Cannons,,,,,,,,
TID_HINT_WALLBREAKER_TARGET,Wall Breakers will try to destroy the nearest wall,,,,,,,,
TID_HINT_WALLBREAKER_DAMAGE,"Wall Breakers deal major damage to enemy walls, but blow up themselves in the process",,,,,,,,
TID_HINT_BALLOON_TARGET,Balloons primarily target enemy defenses like Cannons,,,,,,,,
TID_HINT_BALLOON_AIR,"The Balloon is a flying unit, which means that Cannons and Mortars can't target it",,,,,,,,
TID_HINT_WIZARD_INFO,"Wizards can dish out high damage, but can't take much in return",,,,,,,,
TID_HINT_HEALER_INFO,"Healers can heal your ground units, but won't attack enemies",,,,,,,,
TID_HINT_HEALER_AIR,The Healer is a flying unit. Air Defenses and Archer Towers can shoot her down quickly,,,,,,,,
TID_HINT_DRAGON_AIR,The Dragon is a mighty flying unit that can attack both ground and air targets,,,,,,,,
TID_HINT_PEKKA_INFO,Is P.E.K.K.A a knight? A samurai? A robot? No one knows!,,,,,,,,
TID_HINT_CANNON_TARGET,Cannons can only shoot at ground units,,,,,,,,
TID_HINT_MORTAR_TARGET,Mortars can only shoot at ground targets,,,,,,,,
TID_HINT_MORTAR_DAMAGE,Mortars deal splash damage to all ground units near the hit location,,,,,,,,
TID_HINT_ARCHER_TOWER_TARGET,Archer Towers can target both air and ground units,,,,,,,,
TID_HINT_AIR_DEFENSE_TARGET,Air Defense's rockets only work against flying units,,,,,,,,
TID_HINT_WIZARD_TOWER_DAMAGE,The Wizard Tower deals damage against all units in the target area,,,,,,,,
TID_HINT_WIZARD_TOWER_TARGET,The Wizard Tower can target both ground and air units,,,,,,,,
TID_HINT_TESLA_HIDDEN,The Hidden Tesla tower is hidden from attackers until they come close enough,,,,,,,,
TID_HINT_TESLA_TARGET,The Hidden Tesla can attack both air and ground units,,,,,,,,
TID_HINT_TRAPS_TARGET,Traps are hidden from the attackers until they get close enough,,,,,,,,
TID_HINT_OBSTACLES,Clearing obstacles like rocks and trees sometimes rewards you with Gems,,,,,,,,
TID_HINT_BATTLE_LOG,The Battle Log shows information about attacks against your village,,,,,,,,
TID_HINT_REPLAY,You can watch Battle Replays from the Battle Log!,,,,,,,,
TID_HINT_ENEMY_TOWN_HALL,Destroying an enemy's Town Hall always gives you one star,,,,,,,,
TID_HINT_CLAN_CASTLE,Troops in the Clan Castle will defend your village,,,,,,,,
TID_HINT_CAMP,Troops in the Camps are for attacking only - they won't defend your village,,,,,,,,
TID_HINT_CAMP_DESTROYED,"If you destroy an enemy's Army Camp, all troops inside will perish",,,,,,,,
TID_HINT_SHIELD2,An active Shield protects you from all attacks,,,,,,,,
TID_HINT_SHIELD_GAIN,You get a free Shield if an attacker destroys your village,,,,,,,,
TID_HINT_SHIELD_LOSE,"If you attack another player while you have an active Shield, you will lose the Shield",,,,,,,,
TID_HINT_SHIELD_SINGLE_PLAYER,You can attack the Goblin Horde (play single player missions) without losing your active Shield,,,,,,,,
TID_HINT_SINGLE_PLAYER_REWARDS,Need a bit more gold for an upgrade? Take it from the Goblins in a single player mission!,,,,,,,,
TID_HINT_TROPHY_COUNT,All Trophies that you win are deducted from your opponents' trophies,,,,,,,,
TID_HINT_ACHIEVEMENT_GEMS,Complete Achievements to earn free Green Gems!,,,,,,,,
TID_HINT_UNLOCKS,Upgrade your Town Hall to unlock new buildings and new upgrade levels for your current buildings,,,,,,,,
TID_HINT_REBUILD_CLANCASTLE,Rebuild the ruined Clan Castle to join forces with other players!,,,,,,,,
TID_HINT_CLAN_REINFORCEMENTS,Use the Clan Castle to request reinforcements from your Clanmates!,,,,,,,,
TID_HINT_CLAN_TROOP_DEPLOY,"Clan Castle reinforcement troops can defend your village from an enemy attack, or you can deploy them when attacking",,,,,,,,
TID_BUTTON_FBPAGE,Latest Updates,Dernières mises à jour,Neueste Updates,Últimas actualizaciones,Ultimi aggiornamenti,Nieuwste updates,Siste oppdateringer,Últimas atualizações,Son Güncellemeler
TID_BUILDING_SPELL_FORGE,Spell Factory,Usine de sorts,Zauberspruchfabrik,Fábrica de hechizos,Fabbrica degli incantesimi,Spreukenfabriek,Fabrikk for trylleformularer,Fábrica de Feitiços,Büyü Fabrikası
TID_SPELL_FORGE_INFO,The Spell Factory is home to veteran Wizards who are better suited to creating magical weapons than front-line combat. Use their powerful Attack Spells to turn the tide of battle in your favor!,,,,,,,,
